elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
31.8,0.5,80,48,6,8.6,0,0,0,0,0,0
37,21.8,67,51,31,21.4,0,0,1,1,0,0
680,7.6,452,49,11,1,0,0,1,0,0,0
45,1.4,91,64,38,11.7,0,0,0,0,0,0
43.2,13.2,50,54,18,36.9,0,0,1,0,0,0
48.6,17.7,40,50,12,22.4,0,0,0,1,0,0
30.2,10.7,63,51,17,15.4,0,0,0,0,0,0
317,14.2,194,64,39,4,0,0,0,0,1,1
31.9,1.8,87,65,36,24,0,0,0,1,0,0
19.5,24.5,32,56,16,30,0,0,1,1,0,0
37.6,12.5,40,73,30,22.9,0,0,1,0,0,0
1429,4.4,244,72,9,4,0,0,1,0,0,0
478,11.7,860,59,1,4,0,0,0,0,0,1
14.6,7.8,30,75,34,11.2,0,0,0,1,1,0
37.2,2.8,69,38,29,11.1,0,0,1,1,0,0
28.3,1,40,69,38,22.5,0,0,1,1,0,0
23.2,6.3,30,56,17,21.7,0,0,0,0,0,0
31.6,6.6,59,76,34,20,0,0,1,1,0,0
20.2,9.3,50,73,34,35.4,0,0,1,1,0,0
473,15.2,45,78,35,3,0,0,0,0,0,1
28.4,8.7,45,43,15,7.4,0,0,0,0,0,0
10.4,17.3,48,37,38,19.1,0,0,0,0,0,0
25.1,8.1,30,58,10,33.3,0,0,0,0,0,0
2110,23.4,18,62,8,6,0,0,0,0,0,0
1453,10.9,958,67,4,1,0,0,0,0,0,0
12.3,18.9,37,62,37,20,0,0,1,1,1,0
608,17.9,7,73,9,6,0,0,1,1,1,0
17.5,9.4,59,67,14,24,0,0,0,0,0,0
20.9,4.5,30,53,28,10.2,0,0,0,0,0,0
42,20.2,69,49,33,22.8,0,0,0,0,0,0
35.6,1.2,70,33,14,22.5,0,0,0,0,0,0
1912,14,788,79,28,2,0,0,0,0,1,0
22.3,16,71,42,18,20,0,0,0,0,0,0
807,19.3,66,43,20,2,0,0,1,1,0,0
31.9,6.4,86,73,30,36.4,0,0,0,1,0,0
1641,23.2,441,56,26,1,0,0,0,0,0,0
24.6,24.6,51,62,26,12.3,0,0,0,0,0,0
22.5,0.5,38,61,6,30,0,0,1,0,0,0
1447,4.6,658,35,34,4,0,0,0,0,0,0
2405,23.2,6,32,28,3,0,0,0,0,0,0
1056,20.5,379,32,20,3,0,0,0,0,1,0
21.6,11.1,93,77,11,9.2,0,0,0,0,1,0
657,20.9,335,65,14,5,0,0,0,0,0,0
536,21.2,78,63,13,5,0,0,1,1,0,0
1115,5.7,87,47,40,1,0,0,1,0,0,0
2010,17,23,37,40,1,0,0,1,1,1,0
429,15.1,467,75,3,6,0,0,1,1,0,1
36,12.3,91,48,20,10.7,0,0,0,0,0,0
964,21.2,71,57,38,2,0,0,1,0,0,0
616,12.7,836,73,20,5,0,0,0,0,0,0
28.6,19.3,40,72,2,17.5,0,0,1,1,0,0
29.6,23.5,77,54,25,41.1,0,0,0,0,0,0
1036,17.1,859,58,1,6,0,0,0,0,0,0
38.3,6.6,46,43,27,23.3,0,0,1,0,0,0
20,23.7,88,66,30,13.9,0,0,0,0,0,0
38.6,0.3,89,30,8,14.6,0,0,1,1,0,0
35.5,2.5,59,63,3,30.5,0,0,0,1,0,0
29.4,24.2,73,34,13,16.3,0,0,0,0,0,0
24.9,15.1,63,40,39,11.8,0,0,1,1,0,0
2324,22.8,594,77,4,3,0,0,1,1,0,0
16.3,4.6,74,32,32,5,0,0,0,1,1,0
23.8,6.6,57,63,39,20.6,0,0,0,0,0,0
889,16,139,60,27,4,0,0,0,0,0,0
20.8,24.1,95,56,37,8.3,0,0,0,0,0,0
20,1.2,55,30,39,14.3,0,0,0,0,0,0
33.1,22.2,53,75,9,19.4,0,0,0,0,0,0
1276,2.6,527,44,17,1,0,0,0,0,0,0
882,9.3,365,63,9,5,0,0,1,1,1,0
913,23.5,203,62,19,3,0,0,1,0,0,0
34.8,23.3,53,79,1,8.3,0,0,0,1,1,0
16,22.8,30,35,20,19.4,0,0,0,0,0,0
1037,10.5,173,54,35,1,0,0,0,0,0,0
32.6,21.7,60,69,32,21.9,0,0,1,1,0,0
25.6,4.5,49,30,28,12.2,0,0,0,0,1,0
25,10.7,48,35,7,14.7,0,0,0,0,0,0
565,4.4,254,73,39,6,0,0,0,0,0,0
28.8,22.3,35,75,36,14.6,0,0,0,0,0,0
875,0.4,176,47,12,4,0,0,1,1,1,0
993,14.5,216,54,31,1,0,0,0,0,0,0
32.3,5.7,82,51,1,41.9,0,0,0,1,0,0
31.1,23.2,93,72,32,9.5,0,0,1,1,0,0
41.4,21.1,70,32,19,35.3,0,0,0,0,0,0
22.1,23.9,93,40,16,21.4,0,0,0,0,0,0
40.4,13.9,40,78,10,10.9,0,0,0,0,0,0
2329,6.8,401,63,38,2,0,0,1,0,1,0
23.6,22.6,72,66,39,21.5,0,0,0,1,0,0
13,21.4,77,50,15,7,0,0,0,0,0,0
31.1,11.3,43,51,6,20.7,0,0,1,0,0,0
2323,1.2,37,48,3,3,0,0,1,0,1,0
26.9,0.7,47,64,19,17.3,0,0,1,1,1,0
22.8,13.8,47,43,25,20,0,0,1,0,0,0
25.1,21.7,30,49,11,11,0,0,0,0,1,0
1493,15.1,473,54,12,5,0,0,0,0,0,0
14.5,9.7,34,68,34,56,0,0,0,0,0,0
2227,16.7,436,65,30,6,0,0,1,0,0,0
1568,9.5,4,32,1,1,0,0,0,0,0,0
20.2,15.1,53,31,32,38,0,0,0,0,0,0
20,6.8,66,31,28,13.4,0,0,1,1,0,0
38.2,18.1,90,64,30,40,0,0,0,1,1,0
24,13.9,37,58,24,16.2,0,0,1,1,0,0
29.8,20.9,40,74,4,40,0,0,0,0,1,0
44.1,16.7,92,33,21,16.7,0,0,0,0,0,0
23.1,18.1,95,45,16,33.3,0,0,0,1,0,0
31.7,12.4,30,31,39,27.1,0,0,1,0,1,0
30.9,0.9,51,54,19,9.1,0,0,0,1,0,0
29.3,19.4,69,75,36,12,0,0,0,0,0,0
2006,6.4,96,76,32,6,0,0,1,0,1,0
33.8,20.3,95,76,9,10.8,0,0,0,1,0,0
34.5,22.5,67,56,19,32.6,0,0,1,1,1,0
40.1,23.3,49,66,15,40,0,0,0,0,0,0
665,16.7,217,72,11,3,0,0,0,0,1,0
1846,5.5,467,41,22,1,0,0,0,0,0,0
35.9,24.3,95,35,30,33.3,0,0,0,0,0,0
1054,0.3,291,79,16,5,0,0,0,0,0,0
500,6.4,183,67,19,5,0,0,0,0,0,0
25.8,22.5,61,57,24,10.3,0,0,0,1,0,0
343,11.2,68,30,29,4,0,0,1,1,1,0
21,14.5,52,76,38,10.4,0,0,0,0,0,0
1540,10.3,301,40,15,6,0,0,0,0,0,0
2159,19.7,41,67,29,1,0,0,0,0,0,0
2171,6.8,640,65,34,3,3,0,0,0,0,0
29.4,22.8,78,72,18,16.8,3,0,0,1,0,0
33.2,6.2,56,71,0,20.8,3,0,0,1,0,0
746,17.7,423,68,33,2,3,0,0,0,0,0
2386,9.1,129,48,22,3,3,0,1,1,1,0
29.8,10.7,40,46,27,58,3,0,0,1,0,0
50,5.9,95,59,0,8.8,3,0,0,1,0,0
28.9,24.6,95,65,3,20,3,0,0,0,0,0
20,18.2,88,42,29,8.9,3,0,0,0,0,0
23,4.9,92,31,22,10.3,3,0,0,0,0,0
1620,12.4,875,47,3,4,3,0,0,0,0,0
1291,23.4,201,67,31,5,3,0,1,1,1,0
1939,5.5,568,76,38,1,3,0,1,1,1,0
36.8,13.9,40,77,20,14.7,3,0,0,0,0,0
26.3,18.8,40,44,20,67.1,3,0,0,0,0,0
719,12.2,84,34,5,5,3,0,0,0,0,0
42.1,3.1,92,79,12,19,3,0,1,0,0,0
31.8,14.3,81,73,37,35,3,0,0,0,0,0
991,7.2,11,56,38,6,3,0,1,0,0,0
36.5,8.1,68,43,2,27.7,3,0,0,0,0,0
28.4,1.8,40,32,33,26.7,3,0,0,0,0,0
25.6,18,30,54,1,56.7,3,0,1,0,0,0
37.1,19.1,71,60,8,11.4,3,0,0,0,0,0
1615,13.1,344,51,11,5,3,0,1,1,1,0
20,6.1,50,73,26,17.2,3,0,0,1,0,0
1149,5.9,556,51,33,3,3,0,1,1,0,0
14.1,9.6,30,37,3,23.8,3,0,0,0,1,0
37.6,20.7,47,42,24,15.2,3,0,0,1,0,0
17.7,1.5,48,56,11,34,3,0,1,0,0,0
1668,23.8,261,38,3,5,3,0,1,1,1,0
46.9,21.6,95,33,18,40,3,0,1,1,0,0
27.6,11,94,48,31,7.1,3,0,0,1,0,0
22.8,22.8,30,47,35,7.5,3,0,1,1,0,0
20.7,5.4,63,73,28,5,3,0,0,0,0,0
18,19.3,60,54,40,25.5,3,0,0,1,0,0
22.7,12.1,86,51,30,8.8,3,0,0,0,0,0
2263,18.2,148,67,15,2,3,0,0,0,0,0
35.8,4.6,67,38,26,26.2,3,0,0,0,1,0
50,6.4,74,62,20,18.5,3,0,0,0,1,0
852,0.4,335,58,39,5,3,0,1,1,1,0
33.5,3.2,71,68,13,19.3,3,0,0,0,0,0
30.3,3.4,92,50,1,31.5,3,0,1,0,0,0
790,2.3,424,66,39,3,3,0,1,0,0,0
25.3,14.2,44,65,32,20,3,0,0,1,1,0
31.2,19.2,40,76,14,25,3,0,1,1,0,0
21.1,5.5,46,74,8,17.9,3,0,0,0,0,0
1748,16.2,507,70,22,4,3,0,0,0,0,0
44.3,20.5,83,64,35,41.1,3,0,0,0,0,0
28.3,12,45,65,1,16.3,3,0,0,0,0,0
1103,10.4,252,43,28,2,3,0,1,1,0,1
2063,7.3,529,48,10,2,3,0,1,1,0,0
37.7,6.1,86,63,9,11.3,3,0,1,1,0,0
23.7,5.1,69,64,22,34.7,3,0,0,1,0,0
889,8,105,48,17,4,3,0,0,0,1,0
29.5,2.1,95,60,9,27.8,3,0,0,0,0,0
35.9,23.1,74,51,14,26.5,3,0,0,1,0,0
2476,17.2,50,55,20,3,3,0,1,0,0,0
2245,20.4,167,51,13,5,3,0,1,0,0,0
2486,23.8,488,70,21,2,3,0,1,1,0,0
24.6,0.5,95,34,39,50,3,0,0,1,0,0
878,9.3,47,66,23,3,3,0,1,1,1,1
42.3,19.4,86,49,24,6.2,3,0,0,0,0,0
1101,10.7,180,32,13,3,3,0,1,0,0,0
30.2,18.6,95,38,31,16,3,0,0,0,0,0
40,13,71,68,14,60,3,0,0,0,0,0
41.5,7,60,52,25,13.7,3,0,1,1,0,0
26.8,21.7,70,38,18,5.3,3,0,1,1,1,0
20.7,17.4,30,33,1,22,3,0,0,0,1,0
10,6,30,54,32,30,3,0,0,1,0,0
27.1,12.2,38,30,33,6.9,3,0,0,0,0,0
29.6,14.5,95,58,9,20.6,3,0,0,1,0,0
36.7,4.7,77,68,4,50,3,0,0,0,0,0
721,22.6,178,57,38,4,3,0,0,0,0,0
22.8,23.8,80,54,34,20,3,0,0,0,0,0
35.7,24.9,95,49,21,9,3,0,1,1,0,0
38.3,24.4,90,60,27,23.8,3,0,0,0,0,0
835,15.1,486,44,35,1,3,0,0,0,0,0
761,16.6,161,78,29,3,3,0,1,1,1,0
45.4,1.7,60,63,25,24,3,0,0,1,0,0
20,20.4,95,70,31,36.6,3,0,0,0,0,0
20,22.7,40,60,29,33.3,3,0,0,1,1,0
45.9,23.7,81,75,26,16.6,3,0,0,0,0,0
1813,19.3,641,62,23,4,3,0,0,0,0,0
35.4,13.9,86,62,19,26.8,3,0,0,1,0,0
26.7,0.1,49,64,14,16.5,3,0,0,0,0,0
41.8,10.3,95,63,11,18.8,3,0,0,0,0,0
876,5.7,132,42,34,5,3,0,1,1,1,0
38.4,24.7,78,61,32,13.3,3,0,0,0,0,0
37.7,21.1,30,64,36,27.5,3,0,1,1,0,0
889,9.9,437,71,7,3,3,0,1,1,0,0
1684,7.6,189,54,7,3,3,0,1,0,0,0
731,15.6,41,52,35,2,3,0,0,0,0,0
32.9,7.4,91,59,25,24.2,3,0,0,1,0,0
536,21,68,39,30,6,3,0,0,0,0,1
1307,3.4,260,71,3,4,3,0,1,0,0,0
40.4,16.3,46,46,34,21.4,3,0,0,0,0,0
2266,16.1,6,78,23,6,3,0,1,1,0,0
2430,3.8,465,34,7,1,3,0,1,1,1,0
24.2,12.1,80,54,0,11.1,3,0,0,0,0,0
22.3,17.7,30,34,13,8.7,3,0,0,0,0,0
600,23.5,452,38,5,6,3,0,1,1,0,0
778,18.1,17,35,34,3,3,0,1,1,1,0
909,18.8,213,39,23,3,3,0,0,0,0,0
1765,24.7,120,59,34,5,3,0,0,0,0,0
2170,6.3,152,56,11,2,3,0,0,0,0,0
587,25,329,49,39,2,3,0,1,1,1,0
48.8,24.1,30,36,37,63.6,3,0,1,1,0,0
50,0.9,30,59,13,9.8,3,0,0,0,0,0
29.7,20,65,62,2,43.3,3,0,0,1,0,0
29.3,15.3,78,48,5,8,3,0,1,0,0,0
1462,9.4,769,33,16,3,3,0,0,0,0,0
44.8,16.5,72,64,12,25.3,3,0,0,0,0,0
22.5,4.7,62,62,27,15.8,3,0,0,1,0,0
38.5,20.8,44,69,17,24.5,3,0,0,0,0,0
38.9,6.4,56,65,26,34.3,3,0,1,0,0,0
2353,10,662,46,39,6,3,0,0,0,0,0
30.4,20.2,68,65,19,23.5,3,0,0,0,0,0
1501,7.6,18,72,32,6,3,0,1,1,0,0
1399,10.7,58,69,27,3,3,0,1,0,0,0
1549,3.1,351,64,32,5,3,0,1,0,0,0
20.5,4.9,31,62,22,21.7,3,0,1,1,1,0
21.2,10.1,56,46,19,15.4,3,0,1,1,0,0
37.6,15.3,51,31,5,12.8,3,0,0,0,0,0
31.9,1.5,79,58,13,26.2,3,0,0,0,0,0
819,21.7,188,37,26,5,3,0,0,0,0,0
34.3,14,40,52,24,21.5,3,0,0,0,0,0
20,11.4,74,78,27,18.4,3,0,0,0,0,0
30.5,6.9,44,39,14,21.1,3,0,0,0,0,0
30.7,8.5,72,60,1,37.3,3,0,0,0,0,0
36,24.1,74,32,36,24.5,3,0,0,0,1,0
40.5,3.7,90,66,5,30.8,3,0,0,0,0,0
1055,4.4,85,64,1,5,3,0,1,0,0,0
31.5,21.8,82,74,11,19.5,3,0,0,0,0,0
35.8,4.7,52,32,3,33.3,3,0,1,0,0,0
44.9,1,57,42,15,21,3,0,1,0,0,0
32.3,16.5,40,71,34,22.2,3,0,0,1,0,0
2073,11.7,121,68,15,3,3,0,1,0,0,0
40.1,2.3,91,50,4,76,3,0,0,1,0,0
40.8,2.6,94,76,29,5,3,0,0,0,0,0
36.3,9.7,95,51,30,58,3,0,0,0,0,0
29.2,14.6,50,72,36,28,3,0,0,1,0,0
25.1,16,70,54,16,33.3,3,0,0,1,0,0
1537,6.6,47,50,15,5,3,0,1,0,0,0
347,20.3,517,58,15,1,3,0,0,0,0,0
977,22,149,53,12,6,3,0,1,1,1,0
11.3,16.3,36,33,11,20,3,0,1,0,0,0
23.9,9.5,40,48,19,21.1,3,0,0,1,0,0
27,7.6,84,65,22,9.2,3,0,0,0,0,0
31.1,8.8,59,46,36,25,3,0,0,0,0,0
26.8,2.2,30,66,38,14.9,3,0,0,1,1,0
36.5,21,40,69,8,25,3,0,0,0,0,0
1130,13.3,53,36,28,6,3,0,1,1,1,0
16.9,22,33,37,8,22,3,0,0,1,0,0
29.5,22.3,62,30,36,23.5,3,0,0,0,0,0
31.8,15.7,61,33,39,22.4,3,0,0,0,0,0
15.2,24.7,80,46,36,20,3,0,0,0,1,0
15.5,1.1,41,32,13,16,3,0,0,0,0,0
39.1,22.5,80,31,17,12.9,3,0,0,0,0,0
38.6,14.7,83,79,29,15,3,0,0,0,0,0
18.5,9.5,70,46,10,6.4,3,0,0,1,0,0
32.5,12.4,40,50,15,29.2,3,0,0,1,0,0
1374,23.4,101,68,39,4,3,0,1,1,0,0
24.2,0.7,75,35,15,36.7,3,0,0,0,0,0
1156,18.1,16,30,21,3,3,0,1,0,1,0
26.9,1.9,53,76,31,12.7,3,0,0,0,0,0
44.3,22,90,76,21,32.4,3,0,0,0,0,0
2013,11,222,59,16,1,3,0,1,1,0,0
1073,5.8,595,70,8,4,3,0,0,0,0,0
27.6,24.8,42,42,17,32.6,3,0,1,0,0,0
27.2,15.9,77,43,26,26.1,3,0,0,0,1,0
767,12.3,175,71,33,6,3,0,0,0,0,0
1957,6.6,105,64,14,4,3,0,0,0,1,0
29.7,21.6,68,36,39,31.3,3,0,1,1,0,0
903,10.7,301,39,26,6,3,0,1,0,0,0
35.6,19.1,67,33,9,40,3,0,1,0,0,0
1678,12.8,115,53,27,5,3,0,1,1,0,0
1357,13.1,277,37,11,2,3,0,0,0,0,0
29.7,11.5,40,38,22,7.5,3,0,0,0,0,0
1055,20.7,163,68,6,4,3,0,1,0,0,0
2409,6.5,43,49,5,5,3,0,0,0,1,0
30.4,17.3,36,75,7,26.4,3,0,0,0,0,0
35,15.2,95,33,32,33.3,3,0,1,0,0,0
29.7,2.9,73,54,8,24,3,0,0,1,0,0
1500,23.6,382,76,35,2,3,0,0,0,0,0
32.8,0.8,59,78,20,17,3,0,1,0,0,0
17.3,15.9,34,51,37,18.8,3,0,0,0,0,0
27.8,3.5,82,41,2,25.3,3,0,1,0,0,0
18,20.5,60,79,10,11.5,3,0,1,1,0,0
27.3,5.9,86,74,27,8.2,3,0,0,0,1,0
17.2,17.5,40,69,3,16.9,3,0,1,0,0,0
26.2,23.2,95,43,10,18.9,3,0,0,0,0,0
33.4,19.1,65,40,7,13.7,3,0,0,0,0,0
342,5.3,213,72,32,5,3,0,0,0,0,0
36.2,14.8,77,67,25,5,3,0,0,1,1,0
37.8,22.6,73,51,37,21.1,3,0,1,1,0,0
893,13.9,371,48,8,6,3,0,0,0,0,0
1176,11,36,62,38,4,3,0,0,0,1,0
354,12.2,6,31,7,6,3,0,1,0,0,1
38.4,0.6,61,78,37,33.3,3,0,1,1,0,0
2428,3.8,67,42,1,2,3,0,0,0,0,0
1639,23.6,979,36,1,1,3,0,0,0,0,0
1092,0.4,289,78,8,5,3,0,0,0,0,0
43.9,1.5,40,41,33,23.6,3,0,0,1,0,0
1002,23.8,37,44,28,5,3,0,0,0,1,1
42.4,9.1,40,48,10,51.4,3,0,0,0,0,0
39.8,1.6,70,44,31,29.6,3,0,0,0,0,0
31.4,1.5,69,71,18,5.2,3,0,0,0,0,0
20.3,17.5,60,31,21,14.3,3,0,0,0,0,0
23.5,0.4,45,60,14,21.1,3,0,0,0,0,0
482,13.5,653,78,36,3,3,0,0,0,0,1
662,9,830,31,14,5,3,0,1,0,0,0
908,1.9,776,47,29,5,3,0,0,0,0,1
23.7,20.7,43,74,19,16.7,3,0,0,0,0,0
28.7,19.2,60,34,33,18.7,3,0,0,0,0,0
42.3,18,40,31,39,31.1,3,0,1,1,0,0
1800,9.9,59,64,14,2,3,0,1,1,1,0
35.4,21.8,70,31,9,15.4,3,0,0,0,1,0
42.4,6.2,95,41,25,15.1,3,0,1,0,0,0
1213,10.7,80,37,26,1,3,0,1,1,1,0
2094,23.6,144,67,13,6,3,0,1,1,1,0
2179,20.9,110,67,38,5,3,0,1,1,0,0
27,17,79,64,25,7.2,3,0,0,0,0,0
20.1,12.7,94,65,20,18.8,3,0,0,0,1,0
34.8,17.2,95,68,14,37.4,3,0,0,0,1,0
661,17,163,71,19,3,3,0,1,1,0,0
27.8,24.3,40,80,37,27.5,3,0,0,0,0,0
1682,17.5,273,68,17,3,3,0,1,0,0,0
567,13.4,8,55,21,3,3,0,0,0,0,0
2281,6.5,23,34,30,5,3,0,0,0,1,0
35.8,19.9,54,78,27,21,3,0,0,0,0,0
39.4,10.4,95,38,7,12.7,3,0,0,1,0,0
33.6,23.6,93,75,30,43.1,3,0,0,0,0,0
1371,20.5,108,32,19,6,3,0,1,0,0,0
30,12.5,36,66,25,18.4,3,0,1,0,0,0
17,10,56,32,19,19.2,3,0,0,0,0,0
28.1,21.1,40,58,14,35.4,3,0,0,0,0,0
24.8,4.8,30,52,13,28,3,0,0,1,1,0
347,9.2,594,35,27,2,3,0,0,0,0,0
36.9,3.8,63,50,19,12.2,3,0,1,1,0,0
34.2,18.5,40,76,11,70,3,0,0,0,0,0
2098,13.4,130,65,38,3,3,0,1,0,1,0
48.2,25,81,41,25,8.1,3,0,0,1,0,0
30.5,3.6,77,58,10,12.6,3,0,0,0,0,0
1042,16,169,71,10,2,3,0,1,1,0,0
48.6,6.9,91,53,32,58.9,3,0,0,1,0,0
26.3,7,62,67,32,7.9,3,0,0,0,0,0
20.4,15.8,49,50,19,8.9,3,0,0,0,0,0
50,8,40,63,10,41,3,0,1,0,0,0
1178,15.5,185,65,19,5,3,0,0,0,0,0
19.8,1.7,30,53,30,28.8,3,0,0,0,0,0
39.7,11.2,64,79,23,5,3,0,1,1,0,0
1739,6.2,277,54,26,6,3,0,1,1,1,0
25.9,19.2,78,55,18,26.1,3,0,1,0,0,0
953,9.7,118,72,27,1,3,0,0,0,0,1
27.3,19.4,53,54,11,28.5,3,0,0,1,0,0
44.1,12.5,88,72,6,28.7,3,0,0,1,0,0
33.3,20.5,60,42,39,40,3,0,1,0,0,0
43.2,10.9,95,71,36,7.1,3,0,0,0,0,0
972,2.7,476,79,40,2,3,0,1,1,0,1
869,6.6,362,31,2,6,3,0,0,0,0,0
2055,0.8,118,69,26,6,3,0,0,0,1,0
33.1,12.7,95,49,39,8.6,3,0,1,1,0,0
41.6,13,63,47,5,16,3,0,0,0,0,0
38.8,14.5,95,39,26,32,3,0,0,0,0,0
17,15.5,55,44,21,11,3,0,0,0,0,0
27.1,16.3,85,77,27,12.1,3,0,0,0,0,0
39.7,13.9,90,53,21,29,3,0,0,0,0,0
1797,3.3,286,40,33,1,3,0,1,0,0,0
1193,6,626,54,17,4,3,0,0,0,0,0
32.9,4.7,63,40,15,40,3,0,0,0,0,0
41.1,12,92,60,27,14.3,3,0,1,0,0,0
2148,17.3,238,40,28,4,3,0,1,1,0,0
33.2,6,42,34,6,12.7,3,0,0,0,0,0
30.7,0.1,88,52,9,7.1,3,0,0,0,0,0
600,15.1,638,31,28,5,3,0,0,0,0,0
47.8,9.6,84,41,18,12,3,0,0,0,0,0
16.8,11.6,40,73,30,33.3,3,0,0,1,0,0
21,24.1,66,42,6,32.9,3,0,0,0,0,0
1982,4.1,179,49,4,4,3,0,0,0,0,0
33.9,3.7,49,61,25,70.9,3,0,0,1,0,0
16.2,5.5,62,64,24,10.5,3,0,0,0,0,0
2474,4.5,167,35,34,3,3,0,0,0,0,0
20,5.2,30,63,21,17.7,3,0,1,1,0,0
29.4,20.1,62,50,2,16,3,0,0,0,0,0
21.4,22,38,43,28,24.8,3,0,0,0,1,0
1729,9.3,410,69,32,4,3,0,1,1,0,0
1263,18,235,37,31,5,3,0,0,0,1,0
35.6,24.8,57,66,27,15.2,3,0,0,0,0,0
20.9,6.8,61,57,5,16.9,3,0,0,1,0,0
33.1,7.9,55,77,29,7.4,3,0,1,1,0,0
39,6.6,78,63,39,40,3,0,1,1,0,0
31,0.3,93,80,9,17.3,3,0,0,1,0,0
2241,17.6,284,77,12,3,3,0,1,0,1,0
34,7.5,51,65,33,25.5,3,0,1,1,0,0
24.8,1,68,33,20,8.9,3,0,0,0,0,0
27.3,3.6,43,56,36,5,3,0,0,1,1,0
2260,22.8,62,77,36,6,3,0,0,0,0,0
24.4,16.7,53,72,16,8.9,3,0,0,0,1,0
44.7,9.9,30,39,16,32.1,3,0,1,0,1,0
2187,6.6,187,65,10,2,3,0,0,0,0,0
33,19.9,40,62,8,5,3,0,0,0,0,0
36,1.2,79,74,39,34.3,3,0,0,0,0,0
1947,3.9,331,40,12,5,3,0,1,1,1,0
38.3,20.8,80,60,15,18.6,3,0,0,0,0,0
32.9,23.7,55,31,20,5.6,3,0,0,1,0,0
16.3,11,41,60,9,24.3,3,0,1,0,0,0
424,21.7,217,79,7,6,3,0,1,0,1,1
20,5,54,56,24,26,3,0,1,1,0,0
28.7,16.7,74,68,12,15.6,3,0,0,0,0,0
1054,23.8,646,38,0,6,3,0,0,0,0,0
2443,10.2,535,72,2,5,3,0,0,0,0,0
16.7,19.2,41,51,7,32,3,0,0,0,0,0
1897,18.5,126,78,37,6,3,0,1,0,1,0
1747,11.1,111,39,19,3,3,0,0,0,0,0
791,5.1,285,33,16,5,3,0,1,1,0,0
935,16.6,164,55,40,4,3,0,1,0,0,0
19.9,3,48,44,18,19.4,3,0,0,1,0,0
45.7,3,47,46,24,9.2,3,0,1,1,0,0
1187,22,317,66,26,4,3,0,1,1,0,0
36.6,19.8,84,53,12,32.9,3,0,0,0,0,0
41.6,3.5,87,36,32,16.8,3,0,0,1,0,0
22.4,16.7,30,56,32,13,3,0,0,0,0,0
2449,10.4,250,51,6,4,3,0,0,0,0,1
35.8,14.7,30,48,22,6.5,3,0,1,1,0,0
16.2,15.3,49,34,2,12.6,3,0,1,1,0,0
1652,0.4,255,59,15,2,3,0,1,1,1,0
974,15.9,980,68,35,4,3,0,0,0,0,0
50,13.9,40,59,7,16.7,3,0,0,0,1,0
35.9,14.1,60,38,10,20,3,0,0,0,0,0
25.4,15.5,69,40,4,16.5,3,0,1,1,0,0
48.1,6.8,95,67,29,22.9,3,0,0,0,0,0
31.8,9.4,40,56,6,50,3,0,1,1,0,0
33.4,11.6,52,56,8,18.5,3,0,0,0,0,0
46.1,4.9,86,80,37,27.1,3,0,0,0,0,0
1747,13.9,702,63,27,6,3,0,0,0,0,0
41.6,4.8,51,49,10,32.9,3,0,0,0,0,0
419,6,1058,30,34,3,3,0,0,0,0,0
43.9,11,49,60,2,21.5,3,0,0,1,0,0
2204,20.7,46,70,39,1,3,0,1,1,1,0
26.3,12.5,69,47,31,40,3,0,0,0,0,0
13.1,13.2,30,56,20,23.8,3,0,0,0,1,0
1846,11.8,207,76,5,3,3,0,1,0,0,0
30.9,20.1,57,47,5,19,3,0,1,1,0,0
39.5,7.6,67,80,18,22.8,3,0,0,0,0,0
45.3,7.9,38,62,27,58,3,0,0,0,0,0
2233,4.2,74,38,33,5,3,0,0,0,1,0
1782,12.1,51,46,40,6,3,0,0,0,0,1
731,4.7,140,31,22,2,3,0,1,1,0,0
1317,7.6,405,63,23,5,3,0,1,1,0,0
23.7,23.9,32,69,17,21.8,3,0,0,1,0,0
46.3,7.4,30,47,2,10.2,3,0,0,0,0,0
1958,21.2,73,57,15,3,3,0,0,0,1,0
33.2,0.5,70,51,25,46,3,0,0,0,0,0
42.4,14,61,41,4,38.3,3,0,0,0,1,0
46.4,3.7,93,39,32,19.4,3,0,1,0,0,0
2109,7.6,1,73,33,1,3,0,0,0,0,0
38.6,14.3,89,37,20,21.5,3,0,0,0,0,0
14.4,4,32,74,34,20,3,0,0,1,0,0
1411,2.6,294,56,6,2,3,0,1,0,0,0
20.6,23.1,30,34,34,20,3,0,0,0,0,0
17.6,17.4,80,66,20,32.4,3,0,0,0,0,0
28,18.1,49,46,11,30,3,0,0,1,0,0
41.5,6.3,43,61,15,31.5,3,0,1,1,1,0
851,15,840,49,7,5,3,0,0,0,1,0
1426,7.7,344,62,9,2,3,0,0,0,1,0
49.1,14.3,67,68,25,7.1,3,0,0,0,0,0
22,4.9,56,62,39,40,3,0,0,0,0,0
869,16.9,263,57,14,1,3,0,0,0,0,0
1257,2.1,430,76,19,2,3,0,1,0,1,0
21.1,2.8,95,60,34,9.1,3,0,0,0,0,0
34.2,17.4,86,50,20,42,3,0,0,0,0,0
27.9,20,95,68,24,21.1,3,0,0,0,0,0
14.3,22.2,54,42,5,16,3,0,0,0,0,0
21.8,16.1,51,72,24,12.4,3,0,0,1,0,0
2343,10.2,117,34,13,3,3,0,1,1,1,0
2159,8,432,53,29,2,3,0,0,0,0,1
