elevation,slope,waterDistance,vegetationCoverage,rainfall,duration,rockType,landslide,debris_flow,barrier_lake,torrential_flood,water_logging
31.8,50.6,80,59,21,8.6,0,0,0,0,0,0
37,71.9,67,56,28,21.4,0,0,1,1,0,0
680,48.1,452,46,25,1,0,0,1,0,0,0
45,85.6,91,75,7,11.7,0,0,0,0,0,0
43.2,62.9,50,69,8,36.9,0,0,1,0,0,0
48.6,86,40,60,3,22.4,0,0,0,1,0,0
30.2,76.1,63,61,26,15.4,0,0,0,0,0,0
317,72.6,194,33,24,4,0,0,0,0,1,1
31.9,78.8,87,48,7,24,0,0,0,1,0,0
19.5,73.6,32,75,2,30,0,0,1,1,0,0
37.6,65.7,40,63,28,22.9,0,0,1,0,0,0
1429,67.8,244,50,5,4,0,0,1,0,0,0
478,83.3,860,32,10,4,0,0,0,0,0,1
14.6,61.3,30,67,8,11.2,0,0,0,1,1,0
37.2,88,69,79,6,11.1,0,0,1,1,0,0
28.3,77.1,40,74,3,22.5,0,0,1,1,0,0
23.2,52.7,30,47,3,21.7,0,0,0,0,0,0
31.6,47,59,65,17,20,0,0,1,1,0,0
20.2,86.8,50,66,2,35.4,0,0,1,1,0,0
473,71.1,45,49,25,3,0,0,0,0,0,1
28.4,55.3,45,75,0,7.4,0,0,0,0,0,0
10.4,72,48,30,16,19.1,0,0,0,0,0,0
25.1,83,30,69,26,33.3,0,0,0,0,0,0
2110,67,18,44,25,6,0,0,0,0,0,0
1453,57.9,958,49,27,1,0,0,0,0,0,0
12.3,71.4,37,76,10,20,0,0,1,1,1,0
608,71.6,7,57,10,6,0,0,1,1,1,0
17.5,67.8,59,61,27,24,0,0,0,0,0,0
20.9,72.9,30,32,16,10.2,0,0,0,0,0,0
42,88,69,43,13,22.8,0,0,0,0,0,0
35.6,61.3,70,38,10,22.5,0,0,0,0,0,0
1912,57.5,788,51,3,2,0,0,0,0,1,0
22.3,64.8,71,74,6,20,0,0,0,0,0,0
807,65.4,66,53,28,2,0,0,1,1,0,0
31.9,53.2,86,54,2,36.4,0,0,0,1,0,0
1641,63.8,441,62,10,1,0,0,0,0,0,0
24.6,49.1,51,64,23,12.3,0,0,0,0,0,0
22.5,46.7,38,64,13,30,0,0,1,0,0,0
1447,72.9,658,70,9,4,0,0,0,0,0,0
2405,46.6,6,76,28,3,0,0,0,0,0,0
1056,84.4,379,31,27,3,0,0,0,0,1,0
21.6,55.9,93,61,19,9.2,0,0,0,0,1,0
657,87.1,335,34,23,5,0,0,0,0,0,0
536,79.7,78,62,18,5,0,0,1,1,0,0
1115,57.6,87,71,5,1,0,0,1,0,0,0
2010,64.1,23,36,7,1,0,0,1,1,1,0
429,53.9,467,72,7,6,0,0,1,1,0,1
36,47.8,91,36,16,10.7,0,0,0,0,0,0
964,59.7,71,42,1,2,0,0,1,0,0,0
616,84.1,836,36,29,5,0,0,0,0,0,0
28.6,77,40,57,11,17.5,0,0,1,1,0,0
29.6,79.7,77,34,1,41.1,0,0,0,0,0,0
1036,58.1,859,74,27,6,0,0,0,0,0,0
38.3,84.3,46,48,7,23.3,0,0,1,0,0,0
20,82.4,88,43,11,13.9,0,0,0,0,0,0
38.6,78.3,89,67,13,14.6,0,0,1,1,0,0
35.5,82.2,59,68,4,30.5,0,0,0,1,0,0
29.4,66.9,73,41,12,16.3,0,0,0,0,0,0
24.9,75.7,63,71,9,11.8,0,0,1,1,0,0
2324,76.6,594,36,25,3,0,0,1,1,0,0
16.3,69.9,74,50,5,5,0,0,0,1,1,0
23.8,74.2,57,35,9,20.6,0,0,0,0,0,0
889,77.1,139,75,7,4,0,0,0,0,0,0
20.8,56.7,95,45,17,8.3,0,0,0,0,0,0
20,55.2,55,70,25,14.3,0,0,0,0,0,0
33.1,67.5,53,61,2,19.4,0,0,0,0,0,0
1276,67.2,527,47,13,1,0,0,0,0,0,0
882,67.4,365,58,7,5,0,0,1,1,1,0
913,65.3,203,57,10,3,0,0,1,0,0,0
34.8,56.4,53,78,5,8.3,0,0,0,1,1,0
16,72,30,34,1,19.4,0,0,0,0,0,0
1037,60.7,173,62,18,1,0,0,0,0,0,0
32.6,64.5,60,72,15,21.9,0,0,1,1,0,0
25.6,48.8,49,41,19,12.2,0,0,0,0,1,0
25,53.7,48,70,21,14.7,0,0,0,0,0,0
565,47,254,62,1,6,0,0,0,0,0,0
28.8,45.2,35,63,15,14.6,0,0,0,0,0,0
875,78.7,176,45,19,4,0,0,1,1,1,0
993,62.8,216,47,24,1,0,0,0,0,0,0
32.3,69.6,82,68,7,41.9,0,0,0,1,0,0
31.1,88.9,93,38,15,9.5,0,0,1,1,0,0
41.4,47,70,67,1,35.3,0,0,0,0,0,0
22.1,55.9,93,31,27,21.4,0,0,0,0,0,0
40.4,59.3,40,57,11,10.9,0,0,0,0,0,0
2329,64.4,401,32,22,2,0,0,1,0,1,0
23.6,46.5,72,65,12,21.5,0,0,0,1,0,0
13,56.6,77,76,23,7,0,0,0,0,0,0
31.1,50.8,43,46,1,20.7,0,0,1,0,0,0
2323,59.8,37,56,28,3,0,0,1,0,1,0
26.9,67,47,40,14,17.3,0,0,1,1,1,0
22.8,88.9,47,46,26,20,0,0,1,0,0,0
25.1,84.9,30,69,7,11,0,0,0,0,1,0
1493,55.2,473,36,22,5,0,0,0,0,0,0
14.5,73.1,34,48,1,56,0,0,0,0,0,0
2227,65,436,74,9,6,0,0,1,0,0,0
1568,66.9,4,61,4,1,0,0,0,0,0,0
20.2,80.1,53,70,29,38,0,0,0,0,0,0
20,52,66,37,2,13.4,0,0,1,1,0,0
38.2,76.3,90,31,24,40,0,0,0,1,1,0
24,57,37,35,5,16.2,0,0,1,1,0,0
29.8,66.2,40,56,27,40,0,0,0,0,1,0
44.1,87.4,92,41,16,16.7,0,0,0,0,0,0
23.1,46,95,44,14,33.3,0,0,0,1,0,0
31.7,67.5,30,71,2,27.1,0,0,1,0,1,0
30.9,48,51,53,7,9.1,0,0,0,1,0,0
29.3,78.4,69,41,13,12,0,0,0,0,0,0
2006,50.6,96,45,11,6,0,0,1,0,1,0
33.8,89.6,95,43,1,10.8,0,0,0,1,0,0
34.5,56.9,67,41,8,32.6,0,0,1,1,1,0
40.1,56.1,49,60,5,40,0,0,0,0,0,0
665,53.7,217,50,19,3,0,0,0,0,1,0
1846,56.5,467,37,23,1,0,0,0,0,0,0
35.9,76.4,95,60,29,33.3,0,0,0,0,0,0
1054,46.9,291,54,20,5,0,0,0,0,0,0
500,85,183,74,11,5,0,0,0,0,0,0
25.8,50.2,61,44,26,10.3,0,0,0,1,0,0
343,75.2,68,51,5,4,0,0,1,1,1,0
21,77.2,52,42,11,10.4,0,0,0,0,0,0
1540,86.2,301,37,29,6,0,0,0,0,0,0
2159,82.6,41,45,21,1,0,0,0,0,0,0
2171,64.5,640,68,24,3,3,0,0,0,0,0
29.4,68.4,78,62,23,16.8,3,0,0,1,0,0
33.2,50.9,56,66,21,20.8,3,0,0,1,0,0
746,66.9,423,67,15,2,3,0,0,0,0,0
2386,53.5,129,33,3,3,3,0,1,1,1,0
29.8,87.6,40,75,19,58,3,0,0,1,0,0
50,76.8,95,52,27,8.8,3,0,0,1,0,0
28.9,71.7,95,60,2,20,3,0,0,0,0,0
20,57.4,88,34,10,8.9,3,0,0,0,0,0
23,73.3,92,40,11,10.3,3,0,0,0,0,0
1620,64.8,875,42,15,4,3,0,0,0,0,0
1291,69,201,43,15,5,3,0,1,1,1,0
1939,63,568,45,15,1,3,0,1,1,1,0
36.8,51.8,40,64,19,14.7,3,0,0,0,0,0
26.3,49.6,40,66,14,67.1,3,0,0,0,0,0
719,82,84,38,5,5,3,0,0,0,0,0
42.1,65.5,92,44,25,19,3,0,1,0,0,0
31.8,82.4,81,46,15,35,3,0,0,0,0,0
991,62.6,11,53,8,6,3,0,1,0,0,0
36.5,47,68,41,12,27.7,3,0,0,0,0,0
28.4,88.8,40,40,23,26.7,3,0,0,0,0,0
25.6,83.7,30,74,0,56.7,3,0,1,0,0,0
37.1,69.4,71,43,22,11.4,3,0,0,0,0,0
1615,67.6,344,40,12,5,3,0,1,1,1,0
20,49.1,50,49,7,17.2,3,0,0,1,0,0
1149,80,556,68,25,3,3,0,1,1,0,0
14.1,74.2,30,47,11,23.8,3,0,0,0,1,0
37.6,89.9,47,51,18,15.2,3,0,0,1,0,0
17.7,77.9,48,73,28,34,3,0,1,0,0,0
1668,48.8,261,69,2,5,3,0,1,1,1,0
46.9,71.3,95,39,3,40,3,0,1,1,0,0
27.6,65.1,94,60,27,7.1,3,0,0,1,0,0
22.8,73.1,30,76,5,7.5,3,0,1,1,0,0
20.7,64.8,63,78,0,5,3,0,0,0,0,0
18,45,60,49,6,25.5,3,0,0,1,0,0
22.7,56.8,86,63,1,8.8,3,0,0,0,0,0
2263,65.7,148,50,12,2,3,0,0,0,0,0
35.8,72.3,67,80,14,26.2,3,0,0,0,1,0
50,81.9,74,66,17,18.5,3,0,0,0,1,0
852,47.7,335,43,4,5,3,0,1,1,1,0
33.5,49.5,71,41,16,19.3,3,0,0,0,0,0
30.3,81.9,92,65,12,31.5,3,0,1,0,0,0
790,62.9,424,72,2,3,3,0,1,0,0,0
25.3,81.4,44,46,8,20,3,0,0,1,1,0
31.2,55.1,40,80,4,25,3,0,1,1,0,0
21.1,62.7,46,53,13,17.9,3,0,0,0,0,0
1748,49.5,507,71,27,4,3,0,0,0,0,0
44.3,46,83,49,3,41.1,3,0,0,0,0,0
28.3,51.4,45,69,18,16.3,3,0,0,0,0,0
1103,85.5,252,70,2,2,3,0,1,1,0,1
2063,75.1,529,45,20,2,3,0,1,1,0,0
37.7,64.2,86,30,26,11.3,3,0,1,1,0,0
23.7,78.8,69,45,24,34.7,3,0,0,1,0,0
889,63.9,105,43,12,4,3,0,0,0,1,0
29.5,60.3,95,62,8,27.8,3,0,0,0,0,0
35.9,89.5,74,73,17,26.5,3,0,0,1,0,0
2476,74.9,50,48,3,3,3,0,1,0,0,0
2245,80,167,71,12,5,3,0,1,0,0,0
2486,75.8,488,61,10,2,3,0,1,1,0,0
24.6,66.1,95,74,17,50,3,0,0,1,0,0
878,75.6,47,76,3,3,3,0,1,1,1,1
42.3,73,86,65,27,6.2,3,0,0,0,0,0
1101,51.1,180,63,28,3,3,0,1,0,0,0
30.2,54.9,95,61,10,16,3,0,0,0,0,0
40,72.7,71,78,18,60,3,0,0,0,0,0
41.5,78,60,53,9,13.7,3,0,1,1,0,0
26.8,59.3,70,70,28,5.3,3,0,1,1,1,0
20.7,59.8,30,44,18,22,3,0,0,0,1,0
10,68.8,30,64,15,30,3,0,0,1,0,0
27.1,79.4,38,44,29,6.9,3,0,0,0,0,0
29.6,57.6,95,53,3,20.6,3,0,0,1,0,0
36.7,63.3,77,60,2,50,3,0,0,0,0,0
721,74.6,178,37,10,4,3,0,0,0,0,0
22.8,79.2,80,40,21,20,3,0,0,0,0,0
35.7,82.1,95,71,23,9,3,0,1,1,0,0
38.3,62.5,90,52,6,23.8,3,0,0,0,0,0
835,58,486,62,20,1,3,0,0,0,0,0
761,89.5,161,31,13,3,3,0,1,1,1,0
45.4,74.1,60,51,6,24,3,0,0,1,0,0
20,52,95,37,15,36.6,3,0,0,0,0,0
20,55.5,40,79,15,33.3,3,0,0,1,1,0
45.9,54.5,81,32,7,16.6,3,0,0,0,0,0
1813,84.3,641,64,21,4,3,0,0,0,0,0
35.4,77.5,86,68,14,26.8,3,0,0,1,0,0
26.7,60.5,49,57,21,16.5,3,0,0,0,0,0
41.8,66.8,95,43,2,18.8,3,0,0,0,0,0
876,67.7,132,53,17,5,3,0,1,1,1,0
38.4,55.9,78,69,20,13.3,3,0,0,0,0,0
37.7,59.1,30,45,15,27.5,3,0,1,1,0,0
889,56.9,437,68,26,3,3,0,1,1,0,0
1684,73.4,189,33,8,3,3,0,1,0,0,0
731,86.6,41,53,17,2,3,0,0,0,0,0
32.9,84.9,91,48,23,24.2,3,0,0,1,0,0
536,84.7,68,31,25,6,3,0,0,0,0,1
1307,79.5,260,51,23,4,3,0,1,0,0,0
40.4,72.1,46,34,16,21.4,3,0,0,0,0,0
2266,62,6,44,14,6,3,0,1,1,0,0
2430,46,465,57,18,1,3,0,1,1,1,0
24.2,56.2,80,62,18,11.1,3,0,0,0,0,0
22.3,76.1,30,75,17,8.7,3,0,0,0,0,0
600,58.5,452,52,25,6,3,0,1,1,0,0
778,64.8,17,33,22,3,3,0,1,1,1,0
909,70,213,78,7,3,3,0,0,0,0,0
1765,69.8,120,42,25,5,3,0,0,0,0,0
2170,81,152,60,15,2,3,0,0,0,0,0
587,45.1,329,67,15,2,3,0,1,1,1,0
48.8,45.2,30,64,23,63.6,3,0,1,1,0,0
50,68.5,30,77,0,9.8,3,0,0,0,0,0
29.7,58.2,65,40,7,43.3,3,0,0,1,0,0
29.3,60,78,53,29,8,3,0,1,0,0,0
1462,50.5,769,33,1,3,3,0,0,0,0,0
44.8,74.4,72,48,5,25.3,3,0,0,0,0,0
22.5,67.5,62,40,20,15.8,3,0,0,1,0,0
38.5,84.5,44,58,8,24.5,3,0,0,0,0,0
38.9,46.5,56,47,25,34.3,3,0,1,0,0,0
2353,48.4,662,69,3,6,3,0,0,0,0,0
30.4,46.2,68,43,20,23.5,3,0,0,0,0,0
1501,52.3,18,50,15,6,3,0,1,1,0,0
1399,74.2,58,47,28,3,3,0,1,0,0,0
1549,62.7,351,32,18,5,3,0,1,0,0,0
20.5,78.6,31,64,6,21.7,3,0,1,1,1,0
21.2,57.1,56,66,22,15.4,3,0,1,1,0,0
37.6,67.9,51,66,28,12.8,3,0,0,0,0,0
31.9,84.4,79,43,9,26.2,3,0,0,0,0,0
819,75.5,188,47,28,5,3,0,0,0,0,0
34.3,58.8,40,63,1,21.5,3,0,0,0,0,0
20,73.6,74,33,5,18.4,3,0,0,0,0,0
30.5,65.7,44,35,29,21.1,3,0,0,0,0,0
30.7,84.7,72,49,21,37.3,3,0,0,0,0,0
36,55.2,74,43,10,24.5,3,0,0,0,1,0
40.5,46.1,90,68,17,30.8,3,0,0,0,0,0
1055,89.3,85,67,18,5,3,0,1,0,0,0
31.5,68.8,82,74,17,19.5,3,0,0,0,0,0
35.8,48.7,52,63,16,33.3,3,0,1,0,0,0
44.9,53.1,57,50,13,21,4,0,1,0,0,0
32.3,88.5,40,79,19,22.2,4,0,0,1,0,0
2073,53.1,121,76,21,3,4,0,1,0,0,0
40.1,81,91,69,3,76,4,0,0,1,0,0
40.8,51.4,94,52,20,5,4,0,0,0,0,0
36.3,54.3,95,46,12,58,4,0,0,0,0,0
29.2,59.8,50,58,11,28,4,0,0,1,0,0
25.1,51.8,70,47,25,33.3,4,0,0,1,0,0
1537,71.5,47,64,26,5,4,0,1,0,0,0
347,87.1,517,62,19,1,4,0,0,0,0,0
977,66.4,149,74,11,6,4,0,1,1,1,0
11.3,67.3,36,67,24,20,4,0,1,0,0,0
23.9,60,40,34,20,21.1,4,0,0,1,0,0
27,83.5,84,34,6,9.2,4,0,0,0,0,0
31.1,57.3,59,71,17,25,4,0,0,0,0,0
26.8,52.9,30,50,14,14.9,4,0,0,1,1,0
36.5,68,40,65,20,25,4,0,0,0,0,0
1130,81.2,53,52,16,6,4,0,1,1,1,0
16.9,69.2,33,66,5,22,4,0,0,1,0,0
29.5,55.6,62,59,28,23.5,4,0,0,0,0,0
31.8,71.6,61,37,20,22.4,4,0,0,0,0,0
15.2,75.9,80,36,14,20,4,0,0,0,1,0
15.5,53.2,41,42,15,16,4,0,0,0,0,0
39.1,70.5,80,70,12,12.9,4,0,0,0,0,0
38.6,73.2,83,56,24,15,4,0,0,0,0,0
18.5,63.8,70,60,17,6.4,4,0,0,1,0,0
32.5,53.7,40,61,1,29.2,4,0,0,1,0,0
1374,47,101,78,6,4,4,0,1,1,0,0
24.2,74.2,75,60,4,36.7,4,0,0,0,0,0
1156,45.8,16,54,15,3,4,0,1,0,1,0
26.9,75.6,53,35,4,12.7,4,0,0,0,0,0
44.3,80.3,90,75,25,32.4,4,0,0,0,0,0
2013,63.4,222,46,26,1,4,0,1,1,0,0
1073,55.2,595,76,8,4,4,0,0,0,0,0
27.6,50.6,42,46,18,32.6,4,0,1,0,0,0
27.2,65.7,77,57,10,26.1,4,0,0,0,1,0
767,47.8,175,77,0,6,4,0,0,0,0,0
1957,67,105,63,3,4,4,0,0,0,1,0
29.7,46.3,68,41,10,31.3,4,0,1,1,0,0
903,48.6,301,61,8,6,4,0,1,0,0,0
35.6,82.2,67,70,1,40,4,0,1,0,0,0
1678,85.9,115,31,28,5,4,0,1,1,0,0
1357,56.1,277,46,1,2,4,0,0,0,0,0
29.7,72.4,40,56,30,7.5,4,0,0,0,0,0
1055,71.4,163,62,29,4,4,0,1,0,0,0
2409,64.4,43,51,13,5,4,0,0,0,1,0
30.4,86.9,36,36,27,26.4,4,0,0,0,0,0
35,82.3,95,62,29,33.3,4,0,1,0,0,0
29.7,86.8,73,57,18,24,4,0,0,1,0,0
1500,82.4,382,74,2,2,4,0,0,0,0,0
32.8,79.4,59,72,9,17,4,0,1,0,0,0
17.3,53.9,34,64,7,18.8,4,0,0,0,0,0
27.8,89.8,82,40,25,25.3,4,0,1,0,0,0
18,48.7,60,59,9,11.5,4,0,1,1,0,0
27.3,80,86,42,9,8.2,4,0,0,0,1,0
17.2,89.9,40,71,14,16.9,4,0,1,0,0,0
26.2,81.7,95,78,25,18.9,4,0,0,0,0,0
33.4,64.7,65,75,0,13.7,4,0,0,0,0,0
342,80.3,213,67,1,5,4,0,0,0,0,0
36.2,49.7,77,49,19,5,4,0,0,1,1,0
37.8,88.6,73,51,20,21.1,4,0,1,1,0,0
893,48.4,371,51,19,6,4,0,0,0,0,0
1176,88.2,36,47,9,4,4,0,0,0,1,0
354,68.3,6,32,29,6,4,0,1,0,0,1
38.4,58.5,61,40,6,33.3,4,0,1,1,0,0
2428,68.7,67,40,21,2,4,0,0,0,0,0
1639,83.5,979,79,14,1,4,0,0,0,0,0
1092,56.9,289,37,25,5,4,0,0,0,0,0
43.9,63.7,40,52,27,23.6,4,0,0,1,0,0
1002,48.2,37,51,20,5,4,0,0,0,1,1
42.4,74.1,40,63,4,51.4,4,0,0,0,0,0
39.8,48.1,70,64,21,29.6,4,0,0,0,0,0
31.4,76.5,69,66,13,5.2,4,0,0,0,0,0
20.3,68.7,60,44,4,14.3,4,0,0,0,0,0
23.5,82.9,45,45,16,21.1,4,0,0,0,0,0
482,66.2,653,62,7,3,4,0,0,0,0,1
662,45.4,830,34,6,5,4,0,1,0,0,0
908,66.4,776,33,21,5,4,0,0,0,0,1
23.7,89.3,43,65,28,16.7,4,0,0,0,0,0
28.7,81.1,60,42,22,18.7,4,0,0,0,0,0
42.3,89.5,40,75,22,31.1,4,0,1,1,0,0
1800,62,59,43,5,2,4,0,1,1,1,0
35.4,73.8,70,62,25,15.4,4,0,0,0,1,0
42.4,71.7,95,37,24,15.1,4,0,1,0,0,0
1213,47,80,52,15,1,4,0,1,1,1,0
2094,70,144,51,8,6,4,0,1,1,1,0
2179,78.1,110,62,18,5,4,0,1,1,0,0
27,52.3,79,71,1,7.2,4,0,0,0,0,0
20.1,88.5,94,46,27,18.8,4,0,0,0,1,0
34.8,45.1,95,76,6,37.4,4,0,0,0,1,0
661,59.3,163,77,1,3,4,0,1,1,0,0
27.8,82.4,40,47,26,27.5,4,0,0,0,0,0
1682,45.9,273,50,4,3,4,0,1,0,0,0
567,79.3,8,53,23,3,4,0,0,0,0,0
2281,84.8,23,67,24,5,4,0,0,0,1,0
35.8,86,54,38,1,21,4,0,0,0,0,0
39.4,57.7,95,48,13,12.7,4,0,0,1,0,0
33.6,58.6,93,74,22,43.1,4,0,0,0,0,0
1371,60.5,108,45,23,6,4,0,1,0,0,0
30,46.3,36,75,24,18.4,4,0,1,0,0,0
17,66.3,56,39,16,19.2,4,0,0,0,0,0
28.1,66.3,40,51,16,35.4,4,0,0,0,0,0
24.8,83.5,30,53,23,28,4,0,0,1,1,0
347,58.7,594,41,25,2,4,0,0,0,0,0
36.9,55.4,63,67,3,12.2,4,0,1,1,0,0
34.2,57.9,40,38,1,70,4,0,0,0,0,0
2098,67,130,72,25,3,4,0,1,0,1,0
48.2,69.9,81,33,22,8.1,4,0,0,1,0,0
30.5,79.8,77,39,30,12.6,4,0,0,0,0,0
1042,52.5,169,67,12,2,4,0,1,1,0,0
48.6,70.2,91,77,3,58.9,4,0,0,1,0,0
26.3,54.2,62,41,20,7.9,4,0,0,0,0,0
20.4,70.5,49,80,19,8.9,4,0,0,0,0,0
50,64.3,40,76,26,41,4,0,1,0,0,0
1178,63,185,73,6,5,4,0,0,0,0,0
19.8,58.5,30,33,7,28.8,4,0,0,0,0,0
39.7,55.1,64,62,27,5,4,0,1,1,0,0
1739,52.2,277,71,9,6,4,0,1,1,1,0
25.9,82,78,34,11,26.1,4,0,1,0,0,0
953,55,118,63,5,1,4,0,0,0,0,1
27.3,58.7,53,40,14,28.5,4,0,0,1,0,0
44.1,47.5,88,48,18,28.7,4,0,0,1,0,0
33.3,89.9,60,64,22,40,4,0,1,0,0,0
43.2,63.5,95,30,29,7.1,4,0,0,0,0,0
972,70.8,476,72,24,2,4,0,1,1,0,1
869,65.8,362,51,25,6,4,0,0,0,0,0
2055,81.9,118,53,26,6,4,0,0,0,1,0
33.1,49.3,95,76,10,8.6,4,0,1,1,0,0
41.6,79.9,63,73,18,16,4,0,0,0,0,0
38.8,54.6,95,40,18,32,4,0,0,0,0,0
17,50.2,55,51,5,11,4,0,0,0,0,0
27.1,83.2,85,77,13,12.1,4,0,0,0,0,0
39.7,47.6,90,79,23,29,4,0,0,0,0,0
1797,72.6,286,75,27,1,4,0,1,0,0,0
1193,60.1,626,48,8,4,4,0,0,0,0,0
32.9,72.6,63,51,12,40,4,0,0,0,0,0
41.1,54.9,92,71,27,14.3,4,0,1,0,0,0
2148,88.9,238,69,21,4,4,0,1,1,0,0
33.2,59.2,42,32,2,12.7,4,0,0,0,0,0
30.7,70.9,88,64,15,7.1,4,0,0,0,0,0
600,67.8,638,60,15,5,4,0,0,0,0,0
47.8,55.4,84,75,1,12,4,0,0,0,0,0
16.8,75.1,40,68,29,33.3,4,0,0,1,0,0
21,80.3,66,62,30,32.9,4,0,0,0,0,0
1982,61.6,179,51,26,4,4,0,0,0,0,0
33.9,66.7,49,68,14,70.9,4,0,0,1,0,0
16.2,64.3,62,64,4,10.5,4,0,0,0,0,0
2474,72.5,167,33,25,3,4,0,0,0,0,0
20,74.1,30,45,24,17.7,4,0,1,1,0,0
29.4,70.4,62,61,17,16,4,0,0,0,0,0
21.4,55.8,38,43,10,24.8,4,0,0,0,1,0
1729,56.1,410,79,10,4,4,0,1,1,0,0
1675,37.1,1,18,48,6,1,1,1,1,1,1
22.5,28.1,30,6,98,48,1,1,1,1,0,1
28.2,33.4,37,5,83,8.1,1,1,0,0,0,0
48.4,35.5,80,8,76,33.8,1,1,1,0,0,1
1539,25,452,7,41,3,1,1,1,1,1,1
11.6,43.8,63,19,32,21.1,1,1,0,1,0,0
837,41.6,541,28,46,6,1,1,0,0,1,0
21.6,44.8,33,20,70,20.8,1,1,1,0,0,1
35.9,31.9,59,2,42,36.5,1,1,1,1,0,1
22.2,25.4,33,22,97,20,1,1,1,0,0,1
2278,39.6,214,7,53,4,1,1,1,1,1,1
20.3,32.3,30,1,73,16.7,1,1,0,0,0,0
33.8,32.2,95,8,97,16.7,1,1,0,1,0,0
39.5,43.3,67,19,90,22.8,1,1,1,1,1,1
1009,25.5,152,24,55,6,1,1,0,1,1,1
2334,38.4,23,23,76,1,1,1,1,1,1,1
31.5,39.8,62,26,80,7.3,1,1,1,0,0,1
50,33.4,87,9,46,33.3,1,1,1,1,1,1
1176,31.9,1249,5,91,3,1,1,1,0,0,1
1726,31.9,143,14,56,6,1,1,1,1,0,1
48.3,32.3,75,6,65,15.8,1,1,1,1,0,1
16.6,38.6,30,26,52,28.8,1,1,1,0,1,1
2335,36.2,267,25,38,1,1,1,0,0,1,0
33.2,31.1,85,20,43,42,1,1,1,1,0,1
1480,31.5,368,22,91,6,1,1,0,1,1,0
1452,28.8,105,17,70,5,1,1,1,1,1,1
12.9,36.9,30,24,40,8.2,1,1,0,0,0,0
23.6,44.8,40,17,43,36.4,1,1,0,1,0,0
33.1,34.4,84,25,32,26.3,1,1,1,1,0,1
32.9,29.6,94,17,59,72,1,1,1,1,0,1
44.5,37.9,40,28,95,36.7,1,1,1,1,1,1
24.9,34.8,50,18,78,7,1,1,0,0,0,0
35.4,32.9,40,30,70,27.6,1,1,1,0,0,1
24.3,42.3,67,18,72,33.1,1,1,0,0,0,0
2100,40.3,271,26,34,5,1,1,1,0,0,1
1632,32.7,26,19,67,4,1,1,1,1,1,1
32,26.1,95,21,70,35.5,1,1,0,1,0,0
36.8,44.6,81,28,47,21.7,1,1,0,0,0,0
41.5,38.9,30,30,34,16.1,1,1,1,1,0,1
46.1,37.7,72,25,32,37.9,1,1,0,1,0,0
46.8,27.5,40,14,59,12.3,1,1,1,0,0,1
2413,25.1,9,14,82,5,1,1,1,0,0,1
29,25.5,73,7,31,8,1,1,1,0,0,1
25.5,40.9,74,10,62,21.8,1,1,1,0,0,1
15.7,39.8,52,2,82,11.8,1,1,1,0,0,1
29,31,40,8,47,15.9,1,1,1,0,0,1
34.1,34,40,6,60,30.7,1,1,1,1,0,1
28.8,39,30,9,33,17.3,1,1,1,1,1,1
27.8,34.4,76,18,85,13,1,1,1,1,0,1
43,25.3,67,27,82,6.3,1,1,0,0,0,0
23.9,26.8,30,19,63,24.2,1,1,0,0,1,0
32.8,41.1,40,23,55,10.9,1,1,1,1,0,1
2463,30.2,431,17,78,1,1,1,1,1,1,1
26.3,27.7,95,23,59,8,1,1,1,1,0,1
39.3,36.6,30,26,52,17,1,1,0,1,0,0
44.3,31.3,72,14,73,8.5,1,1,0,1,0,0
30.8,28.1,47,30,90,12.4,1,1,1,1,0,1
39.7,37.1,43,25,83,23.6,1,1,1,0,0,1
21.4,32.8,40,28,46,38.5,1,1,0,0,0,0
28.2,42.7,75,23,87,22,1,1,0,1,0,0
10,26.4,80,19,99,32,1,1,1,1,1,1
31.2,37.2,30,4,62,27.9,1,1,1,1,0,1
30.7,43.7,53,9,34,8.1,1,1,1,0,0,1
37.6,27.3,82,5,42,22.2,1,1,1,0,0,1
1044,36.2,251,19,91,4,1,1,1,1,1,1
44.4,33.7,36,12,48,48.6,1,1,1,1,0,1
36.7,41.7,83,24,30,18.2,1,1,1,1,1,1
2489,37.2,882,17,62,3,1,1,1,0,0,1
20.7,25.8,30,22,85,7.9,1,1,0,0,0,0
2317,38.9,263,25,70,1,1,1,1,1,1,1
30.8,34.9,76,25,69,56,1,1,1,0,0,1
23.8,43.7,37,23,53,20,1,1,1,0,0,1
23.3,40.4,30,21,78,9.6,1,1,0,0,0,0
49.5,28.4,61,24,97,27.7,1,1,0,1,0,0
36.7,30.7,51,6,82,68,1,1,1,0,0,1
34.4,42.3,80,22,88,11,1,1,0,1,0,0
33,38.3,40,22,49,21.6,1,1,1,0,0,1
42.4,27.8,30,20,80,49.5,1,1,1,1,0,1
48.6,42.9,95,16,34,30.3,1,1,1,0,0,1
23.2,32.7,40,23,95,36.9,1,1,1,1,0,1
1689,26.3,124,14,94,3,1,1,1,1,1,1
1472,38.5,130,9,38,6,1,1,0,1,0,0
852,27.1,103,15,31,4,1,1,1,1,1,1
1174,44.9,32,9,68,2,1,1,1,0,1,1
33.1,36.9,42,0,66,10,1,1,1,1,0,1
14.5,39.8,46,0,34,14.3,1,1,1,1,0,1
23.9,42.6,30,14,60,7.2,1,1,1,1,0,1
2128,32.1,374,7,55,1,1,1,1,1,1,1
33.8,35.6,91,19,81,41.4,1,1,0,1,0,0
